,FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_FUNCTION,COURSE_COUNT,COURSE_LENGHT,COURSE_SUBJECT,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,EXAM_TYPE,ENTRY_SALARY_GEN,ENTRY_SALARY_DWP,OPEN_DATE
130,POLYGRAPH EXAMINER 2240 121517.txt,POLYGRAPH EXAMINER,2240,2,,"  Polygraph Examiners administer polygraph examinations to police candidates, sworn and civilian employees seeking assignments to specialized units, and suspects or witnesses in criminal investigations using computerized polygraph instruments; and, as appropriate, interview and interrogate suspects, victims, witnesses and other persons involved in City related investigations; prepare written reports in order to document polygraph examination questions and results, and testify in court as an expert witness.",0,"university, college", ,0,,,,1,#Q 90 #S 60,,P, ,OPEN,77486,-1,2017-12-15
131,SENIOR ELECTRICAL TEST TECHNICIAN  7515 092917 REV 101117.txt,SENIOR ELECTRICAL TEST TECHNICIAN ,7515,0,,"  A Senior Electrical Test Technician performs highly skilled work and specialized functions in the installation, operation, maintenance, calibration, evaluation, repair, acceptance and periodic testing and inspection of electrical equipment and apparatus and other systems and devices; develops work plans and schedules; may act as a lead to a small group of journey-level Electrical Test Technicians, trainees, and Electrical Craft Helpers in addition to performing or providing technical support for the more difficult and skilled electrical work; and performs related suites. ",0,apprenticeship,,2,full-time,Electrical Test Technician Electrical Tester,, ,   ,,P, ,OPEN_INT_PROM,91600,-1,2017-09-29
132,TRANSMISSION AND DISTRIBUTION DISTRICT SUPERVISOR 3875 050418 REV 051718.txt,TRANSMISSION AND DISTRIBUTION DISTRICT SUPERVISOR  ,3875,0,,"  A Transmission and Distribution District Supervisor plans, organizes, and directs or assists in directing technical employees in the construction and maintenance (including splicing energized power cables) of overhead power lines and underground power cables in a combined overhead and underground district; or directs, or assists in directing, the operations of a specialized function such as electric trouble, pole spotting, streetlight patrol and maintenance, and transmission patrol and maintenance; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,2,full-time,Electric Distribution Mechanic Supervisor,, ,   ,,R, ,OPEN_INT_PROM,142630,-1,2018-05-04
133,DIRECTOR OF AIRPORT MARKETING 1768 042718.txt,DIRECTOR OF AIRPORT MARKETING,1768,2,,"  The Director of Airport Marketing directs professional staff in the development and implementation of an overall marketing strategy and comprehensive advertising program to increase international and domestic business opportunities to Los Angeles World Airports (LAWA); and supervise professional staff engaged in activities designed to attract and retain new business ventures to Los Angeles World Airports. An incumbent develops and implements a strategic marketing plan to guide all aspects of marketing efforts; drives strategy and executive marketing initiatives for LAX brand awareness, new projects, status updates, and rebranding campaigns; applies sound management principles and techniques in building and maintaining an effective workforce; fulfills equal employment opportunity responsibilities; may personally perform marketing duties, and does related work.",0,"university, college", ,4,full-time,,|the development and implementation of air service related marketing| or managing logistics and the organization of trade shows or marketing events for a large organization; or overseeing projects and making recommendations to a board or commission which approves event use| renovations| tours| projects or related development or marketing activities., ,   ,,R, ,OPEN_INT_PROM,151504,-1,2018-04-27
134,ADMINISTRATIVE HEARING EXAMINER 9135 100915.txt,ADMINISTRATIVE HEARING EXAMINER,9135,4,,"  An Administrative Hearing Examiner conducts quasi-judicial administrative hearings on appeals on parking violation citations, adjudicates written declaration requests for reconsideration of parking violation citations, conducts vehicle impound hearings, and does related work.",0,, ,2,full-time,Management Assistant Management Aide State Federal City City Administrative Code City Charter,, ,   ,,P, ,OPEN_INT_PROM,67369,-1,2015-10-09
135,ASSISTANT DEPUTY SUPERINTENDENT OF BUILDING 4219 042817.txt,ASSISTANT DEPUTY SUPERINTENDENT OF BUILDING ,4219,2,AB,"  An Assistant Deputy Superintendent of Building plans, organizes and directs or assists in directing the activities of a bureau, division, or district office which is responsible for enforcement of City building, grading, zoning, mechanical, electrical, plumbing, elevator, and pressure vessel ordinances and State mandates such as disabled access and green regulations; the prevention, elimination and correction of hazardous substandard conditions in existing commercial, industrial and residential structures; or the administration of resource management support services. An Assistant Deputy Superintendent of Building also applies sound supervisory principles in the management and monitoring of subordinate supervisors and staff; effectively handles day-to-day operations and urgent matters; continuously enhances operations; fulfills equal employment opportunity responsibilities; and acts in the absence of the Deputy Superintendent of Building.",0,, ,2,full-time,Building Civil Engineer,, ,   ,,P, ,OPEN_INT_PROM,138225,-1,2017-04-28
136,SENIOR BUILDING MECHANICAL INSPECTOR 4253 2017 REV (1).txt,SENIOR BUILDING MECHANICAL INSPECTOR,4253,0,,"  A Senior Building Mechanical Inspector assigns, reviews, and evaluates the work of Building Mechanical Inspectors engaged in: inspecting residential construction of two dwelling units or less, accessory buildings, signs and swimming pools to secure conformance to zoning ordinances, building and mechanical codes and approved plans, specifications and standards; investigating all complaints and alleged code violations; conducting housing surveys to identify blight, deterioration, and substandard conditions; issuing appropriate orders to comply and citations.  May supervise employees making initial inspections on complaints or referrals received; may conduct in-service training for inspection personnel or serve as a training coordinator; personally conducts the more difficult field inspections; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities. ",4,"university, college", ,2,full-time,Building Mechanical Inspector,, ,   ,,R, ,OPEN_INT_PROM,98376,-1,2017-08-18
137,ENGINEER OF FIRE DEPARTMENT 2131 111116.txt,ENGINEER OF FIRE DEPARTMENT,2131,2,,,0,"university, college", ,4,full-time,Building Inspector Electrical Inspector Heating Refrigeration Inspector Plumbing Inspector Building Mechanical Inspector,,1,#Q 24 #S 15,,R,B,DEPT_PROM,100119,-1,2016-11-11
138,WINDOW CLEANER 3173 032417.txt,WINDOW CLEANER,3173,2,,"  A Window Cleaner washes and cleans windows, which are at considerable heights or not easily accessible for outside cleaning, and may act as a lead worker.",0,, ,1,full-time,,|the outside cleaning of windows of buildings or facilities that are at least two or more stories in height; or, ,   ,,P, ,OPEN_INT_PROM,47094,-1,2017-03-24
139,ELECTRICAL INSPECTOR 4221 030218.txt,ELECTRICAL INSPECTOR           ,4221,3,,"  An Electrical Inspector inspects new, existing and modified electrical installations to secure conformance to electrical laws, ordinances and safety provisions; inspects electrical work in public buildings to assure conformance to City plans, specifications, and standards; and assists in training other inspectional employees as required.",0,apprenticeship,|n electrical inspector with work in residential and commercial OR residential and industrial electrical installations; or|residential and commercial OR residential and industrial electrical installations; or|residential and commercial OR residential and industrial electrical installations.,4,full-time,,|n electrical inspector with work in residential and commercial OR residential and industrial electrical installations; or|residential and commercial OR residential and industrial electrical installations; or|residential and commercial OR residential and industrial electrical installations., ,   ,,R, ,DEPT_PROM,90024,-1,2018-03-02
140,ELECTRICAL MECHANIC SUPERVISOR 3835 072216 REVISED 080416.txt,ELECTRICAL MECHANIC SUPERVISOR,3835,0,,"  An Electrical Mechanic Supervisor assigns, reviews, and evaluates the work of electrical mechanics and helpers engaged in the installation, renovation, maintenance, and repair of electric equipment in electric stations, generating stations, power plants, pumping stations, water treatment facilities, water wells, High Voltage Direct Current (HVDC) converter stations, and similar locations; uses personal computer and related software programs to assign and track the work of subordinate staff; applies sound supervisory techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",0,, ,4,full-time,,| journey-level electrical mechanic., ,   ,,P, ,OPEN_INT_PROM,107949,-1,2016-07-22
